stage,elapsed_us
scheduler.enqueue_microbatch,5.61
scheduler.build_microbatch,16.839
scheduler.decode_pop,79143.8
scheduler.adapter_pop,78124.8
scheduler.enqueue_microbatch,12.879
scheduler.build_microbatch,26.077
scheduler.decode_pop,78009.9
scheduler.adapter_pop,80075.4
scheduler.enqueue_microbatch,12.458
scheduler.build_microbatch,19.815
scheduler.decode_pop,79541.5
scheduler.adapter_pop,76958
scheduler.enqueue_microbatch,5.739
scheduler.build_microbatch,14.212
scheduler.decode_pop,78241.4
scheduler.adapter_pop,78952
scheduler.enqueue_microbatch,4.299
scheduler.build_microbatch,12.046
scheduler.decode_pop,85481.1
scheduler.adapter_pop,86343.7
scheduler.enqueue_microbatch,11.095
scheduler.build_microbatch,23.433
scheduler.decode_pop,78190.3
scheduler.adapter_pop,76501.2
scheduler.enqueue_microbatch,6.653
scheduler.build_microbatch,15.19
scheduler.decode_pop,81336.5
scheduler.adapter_pop,82351.9
scheduler.enqueue_microbatch,11.481
scheduler.build_microbatch,22.706
scheduler.decode_pop,82563.3
scheduler.adapter_pop,81997.5
scheduler.enqueue_microbatch,9.03
scheduler.build_microbatch,17.631
scheduler.decode_pop,75716.3
scheduler.adapter_pop,74250
scheduler.enqueue_microbatch,6.133
scheduler.build_microbatch,17.946
scheduler.decode_pop,82606.3
scheduler.adapter_pop,82943.8
scheduler.enqueue_microbatch,10.875
scheduler.build_microbatch,18.361
scheduler.decode_pop,78582.7
scheduler.adapter_pop,78951.6
scheduler.enqueue_microbatch,6.431
scheduler.build_microbatch,17.562
scheduler.decode_pop,81427.2
scheduler.adapter_pop,82946.5
scheduler.enqueue_microbatch,8.184
scheduler.build_microbatch,17.36
scheduler.decode_pop,80008
scheduler.adapter_pop,80055.2
scheduler.enqueue_microbatch,7.316
scheduler.build_microbatch,27.911
scheduler.decode_pop,80933.4
scheduler.adapter_pop,80992.5
scheduler.enqueue_microbatch,6.688
scheduler.build_microbatch,18.585
scheduler.decode_pop,75176.1
scheduler.adapter_pop,74970.7
scheduler.enqueue_microbatch,6.144
scheduler.build_microbatch,16.885
scheduler.decode_pop,80570.7
scheduler.adapter_pop,79262.2
scheduler.enqueue_microbatch,7.633
scheduler.build_microbatch,16.286
scheduler.decode_pop,76006.8
scheduler.adapter_pop,77701.7
scheduler.enqueue_microbatch,11.594
scheduler.build_microbatch,24.597
scheduler.decode_pop,83507.4
scheduler.adapter_pop,84558.5
scheduler.enqueue_microbatch,6.858
scheduler.build_microbatch,15.125
scheduler.decode_pop,80211.3
scheduler.adapter_pop,79898.1
scheduler.enqueue_microbatch,11.239
scheduler.build_microbatch,45.138
scheduler.decode_pop,80272
scheduler.adapter_pop,81621.2
scheduler.enqueue_microbatch,4.026
scheduler.build_microbatch,12.089
scheduler.decode_pop,83625.4
scheduler.adapter_pop,81949.6
scheduler.enqueue_microbatch,5.611
scheduler.build_microbatch,13.121
scheduler.decode_pop,74469.7
scheduler.adapter_pop,74082.3
scheduler.enqueue_microbatch,6.308
scheduler.build_microbatch,17.641
scheduler.decode_pop,85270.2
scheduler.adapter_pop,86641.7
scheduler.enqueue_microbatch,13.633
scheduler.build_microbatch,24.471
scheduler.decode_pop,78305.4
scheduler.adapter_pop,78281.1
scheduler.enqueue_microbatch,7.968
scheduler.build_microbatch,19.755
scheduler.decode_pop,77177.4
scheduler.adapter_pop,78886.8
scheduler.enqueue_microbatch,7.048
scheduler.build_microbatch,11.977
scheduler.decode_pop,81181.4
scheduler.adapter_pop,81251.7
scheduler.enqueue_microbatch,7.932
scheduler.build_microbatch,38.692
scheduler.decode_pop,78004.9
scheduler.adapter_pop,77168.5
scheduler.enqueue_microbatch,5.99
scheduler.build_microbatch,13.466
scheduler.decode_pop,78680.9
scheduler.adapter_pop,78101.9
scheduler.enqueue_microbatch,5.928
scheduler.build_microbatch,15.387
scheduler.decode_pop,86585.7
scheduler.adapter_pop,86279.8
scheduler.enqueue_microbatch,13.556
scheduler.build_microbatch,30.985
scheduler.decode_pop,77498.6
scheduler.adapter_pop,78357.6
scheduler.enqueue_microbatch,13.437
scheduler.build_microbatch,27.761
scheduler.decode_pop,80207.9
scheduler.adapter_pop,79188.8
scheduler.enqueue_microbatch,6.647
scheduler.build_microbatch,18.543
scheduler.decode_pop,79944.7
scheduler.adapter_pop,79324.1
scheduler.enqueue_microbatch,11.085
scheduler.build_microbatch,19.022
scheduler.decode_pop,77641.3
scheduler.adapter_pop,76433.8
scheduler.enqueue_microbatch,10.241
scheduler.build_microbatch,19.107
scheduler.decode_pop,82701.1
scheduler.adapter_pop,81822.6
scheduler.enqueue_microbatch,8.734
scheduler.build_microbatch,19.935
scheduler.decode_pop,78414.9
scheduler.adapter_pop,79700.2
scheduler.enqueue_microbatch,6.771
scheduler.build_microbatch,19.234
scheduler.decode_pop,83601.6
scheduler.adapter_pop,84717.8
scheduler.enqueue_microbatch,6.006
scheduler.build_microbatch,17.312
scheduler.decode_pop,75951.5
scheduler.adapter_pop,77475.8
scheduler.enqueue_microbatch,7.053
scheduler.build_microbatch,17.738
scheduler.decode_pop,84633.6
scheduler.adapter_pop,83795.7
scheduler.enqueue_microbatch,10.947
scheduler.build_microbatch,23.444
scheduler.decode_pop,81750.6
scheduler.adapter_pop,82075.6
scheduler.enqueue_microbatch,8.233
scheduler.build_microbatch,32.252
scheduler.decode_pop,77083.6
scheduler.adapter_pop,77455.1
scheduler.enqueue_microbatch,10.003
scheduler.build_microbatch,19.94
scheduler.decode_pop,81541.8
scheduler.adapter_pop,80391.8
scheduler.enqueue_microbatch,5.148
scheduler.build_microbatch,12.042
scheduler.decode_pop,72382.7
scheduler.adapter_pop,72548.5
scheduler.enqueue_microbatch,9.327
scheduler.build_microbatch,17.698
scheduler.decode_pop,83605.8
scheduler.adapter_pop,81916.6
scheduler.enqueue_microbatch,4.763
scheduler.build_microbatch,12.929
scheduler.decode_pop,77669.9
scheduler.adapter_pop,76613.2
scheduler.enqueue_microbatch,9.027
scheduler.build_microbatch,14.948
scheduler.decode_pop,82894.1
scheduler.adapter_pop,82584.7
scheduler.enqueue_microbatch,6.219
scheduler.build_microbatch,15.774
scheduler.decode_pop,81393.9
scheduler.adapter_pop,80828.4
scheduler.enqueue_microbatch,6.218
scheduler.build_microbatch,19.123
scheduler.decode_pop,77687.1
scheduler.adapter_pop,79020.1
scheduler.enqueue_microbatch,6.433
scheduler.build_microbatch,18.949
scheduler.decode_pop,83245.7
scheduler.adapter_pop,85304.5
scheduler.enqueue_microbatch,10.556
scheduler.build_microbatch,23.151
scheduler.decode_pop,80794.4
scheduler.adapter_pop,82233.3
scheduler.enqueue_microbatch,6.38
scheduler.build_microbatch,15.527
scheduler.decode_pop,79988.3
scheduler.adapter_pop,81147.4
scheduler.enqueue_microbatch,11.591
scheduler.build_microbatch,21.283
scheduler.decode_pop,79561.1
scheduler.adapter_pop,79614.7
scheduler.enqueue_microbatch,4.899
scheduler.build_microbatch,12.015
scheduler.decode_pop,78191.6
scheduler.adapter_pop,75300.4
scheduler.enqueue_microbatch,6.392
scheduler.build_microbatch,13.29
scheduler.decode_pop,77436.8
scheduler.adapter_pop,75912.1
scheduler.enqueue_microbatch,6.86
scheduler.build_microbatch,15.722
scheduler.decode_pop,81909.8
scheduler.adapter_pop,82540.1
scheduler.enqueue_microbatch,4.511
scheduler.build_microbatch,12.568
scheduler.decode_pop,77353.5
scheduler.adapter_pop,75973.4
scheduler.enqueue_microbatch,10.917
scheduler.build_microbatch,20.16
scheduler.decode_pop,79625.7
scheduler.adapter_pop,79755.7
scheduler.enqueue_microbatch,12.235
scheduler.build_microbatch,23.607
scheduler.decode_pop,82630.6
scheduler.adapter_pop,82766.4
scheduler.enqueue_microbatch,5.591
scheduler.build_microbatch,14.822
scheduler.decode_pop,78811.8
scheduler.adapter_pop,77469.9
scheduler.enqueue_microbatch,4.423
scheduler.build_microbatch,9.664
scheduler.decode_pop,82033.7
scheduler.adapter_pop,82020.5
scheduler.enqueue_microbatch,11.369
scheduler.build_microbatch,20.137
scheduler.decode_pop,81530.2
scheduler.adapter_pop,82692.5
scheduler.enqueue_microbatch,5.833
scheduler.build_microbatch,14.217
scheduler.decode_pop,80659.9
scheduler.adapter_pop,81444.9
scheduler.enqueue_microbatch,6.781
scheduler.build_microbatch,15.092
scheduler.decode_pop,80929.6
scheduler.adapter_pop,80904.6
scheduler.enqueue_microbatch,5.673
scheduler.build_microbatch,11.845
scheduler.decode_pop,78967.7
scheduler.adapter_pop,80871.3
scheduler.enqueue_microbatch,7.936
scheduler.build_microbatch,18.146
scheduler.decode_pop,81213.2
scheduler.adapter_pop,81491.5
scheduler.enqueue_microbatch,11.907
scheduler.build_microbatch,25.344
scheduler.decode_pop,76252.3
scheduler.adapter_pop,76844.9
scheduler.enqueue_microbatch,9.186
scheduler.build_microbatch,22.597
scheduler.decode_pop,80933.8
scheduler.adapter_pop,81466.5
scheduler.enqueue_microbatch,7.189
scheduler.build_microbatch,15.368
scheduler.decode_pop,82499.1
scheduler.adapter_pop,82260.6
scheduler.enqueue_microbatch,7.243
scheduler.build_microbatch,12.051
scheduler.decode_pop,74260.4
scheduler.adapter_pop,73975.2
scheduler.enqueue_microbatch,5.254
scheduler.build_microbatch,10.551
scheduler.decode_pop,82426
scheduler.adapter_pop,81837.2
scheduler.enqueue_microbatch,6.333
scheduler.build_microbatch,17.997
scheduler.decode_pop,81296.6
scheduler.adapter_pop,80855
scheduler.enqueue_microbatch,3.451
scheduler.build_microbatch,9.378
scheduler.decode_pop,77278.1
scheduler.adapter_pop,76287.4
scheduler.enqueue_microbatch,5.714
scheduler.build_microbatch,16.982
scheduler.decode_pop,85618.4
scheduler.adapter_pop,84966.9
scheduler.enqueue_microbatch,8.646
scheduler.build_microbatch,18.292
scheduler.decode_pop,76477.7
scheduler.adapter_pop,77730.5
scheduler.enqueue_microbatch,10.98
scheduler.build_microbatch,24.124
scheduler.decode_pop,79976.5
scheduler.adapter_pop,80465.4
scheduler.enqueue_microbatch,6.032
scheduler.build_microbatch,14.208
scheduler.decode_pop,78175.2
scheduler.adapter_pop,78231.8
scheduler.enqueue_microbatch,10.705
scheduler.build_microbatch,23.357
scheduler.decode_pop,81596.4
scheduler.adapter_pop,82851
scheduler.enqueue_microbatch,6.254
scheduler.build_microbatch,14.354
scheduler.decode_pop,83493.2
scheduler.adapter_pop,82233.3
scheduler.enqueue_microbatch,7.194
scheduler.build_microbatch,19.421
scheduler.decode_pop,78628.7
scheduler.adapter_pop,78386.6
scheduler.enqueue_microbatch,14.925
scheduler.build_microbatch,23.368
scheduler.decode_pop,82306.5
scheduler.adapter_pop,82750.7
scheduler.enqueue_microbatch,5.899
scheduler.build_microbatch,13.077
scheduler.decode_pop,78639.9
scheduler.adapter_pop,78330
scheduler.enqueue_microbatch,6.324
scheduler.build_microbatch,15.129
scheduler.decode_pop,77772.6
scheduler.adapter_pop,78093.5
scheduler.enqueue_microbatch,11.8
scheduler.build_microbatch,41.636
scheduler.decode_pop,79945.1
scheduler.adapter_pop,79103.3
scheduler.enqueue_microbatch,8.662
scheduler.build_microbatch,19.18
scheduler.decode_pop,81543.2
scheduler.adapter_pop,81417
scheduler.enqueue_microbatch,9.968
scheduler.build_microbatch,22.069
scheduler.decode_pop,75991
scheduler.adapter_pop,75238.5
scheduler.enqueue_microbatch,10.359
scheduler.build_microbatch,22.657
scheduler.decode_pop,84023.2
scheduler.adapter_pop,82578
scheduler.enqueue_microbatch,11.208
scheduler.build_microbatch,19.034
scheduler.decode_pop,77833.4
scheduler.adapter_pop,77752
scheduler.enqueue_microbatch,9.97
scheduler.build_microbatch,15.708
scheduler.decode_pop,78258.9
scheduler.adapter_pop,78237.1
scheduler.enqueue_microbatch,4.236
scheduler.build_microbatch,12.84
scheduler.decode_pop,78567.9
scheduler.adapter_pop,78456.4
scheduler.enqueue_microbatch,10.768
scheduler.build_microbatch,41.208
scheduler.decode_pop,79166.2
scheduler.adapter_pop,80899.4
scheduler.enqueue_microbatch,9.903
scheduler.build_microbatch,23.448
scheduler.decode_pop,80743.2
scheduler.adapter_pop,82774.2
scheduler.enqueue_microbatch,10.827
scheduler.build_microbatch,21.816
scheduler.decode_pop,79998.2
scheduler.adapter_pop,80606.7
scheduler.enqueue_microbatch,6.248
scheduler.build_microbatch,15.726
scheduler.decode_pop,84811
scheduler.adapter_pop,85690.6
scheduler.enqueue_microbatch,10.595
scheduler.build_microbatch,22.155
scheduler.decode_pop,75464.7
scheduler.adapter_pop,74222.2
scheduler.enqueue_microbatch,9.545
scheduler.build_microbatch,21.767
scheduler.decode_pop,83183.9
scheduler.adapter_pop,83416.7
scheduler.enqueue_microbatch,6.522
scheduler.build_microbatch,18.402
scheduler.decode_pop,77124.4
scheduler.adapter_pop,77397
scheduler.enqueue_microbatch,6.858
scheduler.build_microbatch,18.71
scheduler.decode_pop,82855.6
scheduler.adapter_pop,83430.6
scheduler.enqueue_microbatch,6.062
scheduler.build_microbatch,17.064
scheduler.decode_pop,83161.4
scheduler.adapter_pop,82539.7
scheduler.enqueue_microbatch,11.566
scheduler.build_microbatch,20.19
scheduler.decode_pop,77995.7
scheduler.adapter_pop,77095
scheduler.enqueue_microbatch,9.437
scheduler.build_microbatch,22.992
scheduler.decode_pop,85088.7
scheduler.adapter_pop,84181.9
scheduler.enqueue_microbatch,11.69
scheduler.build_microbatch,20.013
scheduler.decode_pop,76637.4
scheduler.adapter_pop,74575.5
scheduler.enqueue_microbatch,7.41
scheduler.build_microbatch,12.483
scheduler.decode_pop,76195
scheduler.adapter_pop,77432.6
scheduler.enqueue_microbatch,6.222
scheduler.build_microbatch,11.006
scheduler.decode_pop,80503.9
scheduler.adapter_pop,80464.7
scheduler.enqueue_microbatch,6.079
scheduler.build_microbatch,16.866
scheduler.decode_pop,78250.4
scheduler.adapter_pop,78616.9
scheduler.enqueue_microbatch,8.114
scheduler.build_microbatch,21.074
scheduler.decode_pop,79893.7
scheduler.adapter_pop,82010.3
scheduler.enqueue_microbatch,5.934
scheduler.build_microbatch,14.04
scheduler.decode_pop,80532.7
scheduler.adapter_pop,80545.1
scheduler.enqueue_microbatch,11.702
scheduler.build_microbatch,26.358
scheduler.decode_pop,79816.4
scheduler.adapter_pop,80164.2
scheduler.enqueue_microbatch,9.17
scheduler.build_microbatch,18.155
scheduler.decode_pop,81037.9
scheduler.adapter_pop,80705.7
scheduler.enqueue_microbatch,11.432
scheduler.build_microbatch,24.808
scheduler.decode_pop,80299.3
scheduler.adapter_pop,79665.7
scheduler.enqueue_microbatch,11.382
scheduler.build_microbatch,24.162
scheduler.decode_pop,79862.6
scheduler.adapter_pop,79497.6
scheduler.enqueue_microbatch,8.247
scheduler.build_microbatch,19.12
scheduler.decode_pop,78431.1
scheduler.adapter_pop,78434.2
scheduler.enqueue_microbatch,7.222
scheduler.build_microbatch,15.216
scheduler.decode_pop,81554.6
scheduler.adapter_pop,81622.1
scheduler.enqueue_microbatch,6.694
scheduler.build_microbatch,15.92
scheduler.decode_pop,77931.2
scheduler.adapter_pop,77660.1
scheduler.enqueue_microbatch,4.869
scheduler.build_microbatch,11.758
scheduler.decode_pop,83920.2
scheduler.adapter_pop,83497.4
scheduler.enqueue_microbatch,10.932
scheduler.build_microbatch,20.817
scheduler.decode_pop,80939.7
scheduler.adapter_pop,79610.7
scheduler.enqueue_microbatch,10.838
scheduler.build_microbatch,22.057
scheduler.decode_pop,76746.6
scheduler.adapter_pop,76972.2
scheduler.enqueue_microbatch,4.395
scheduler.build_microbatch,12.054
scheduler.decode_pop,81520
scheduler.adapter_pop,80657.4
scheduler.enqueue_microbatch,5.889
scheduler.build_microbatch,12.658
scheduler.decode_pop,78558.5
scheduler.adapter_pop,79649.2
scheduler.enqueue_microbatch,4.599
scheduler.build_microbatch,12.649
scheduler.decode_pop,77280.9
scheduler.adapter_pop,79393.8
scheduler.enqueue_microbatch,5.623
scheduler.build_microbatch,11.138
scheduler.decode_pop,76866.1
scheduler.adapter_pop,76933.6
scheduler.enqueue_microbatch,12.838
scheduler.build_microbatch,21.222
scheduler.decode_pop,77180.1
scheduler.adapter_pop,78052.2
scheduler.enqueue_microbatch,10.829
scheduler.build_microbatch,23.864
scheduler.decode_pop,81756.5
scheduler.adapter_pop,80437.9
scheduler.enqueue_microbatch,6.291
scheduler.build_microbatch,13.756
scheduler.decode_pop,83078.8
scheduler.adapter_pop,80690.9
scheduler.enqueue_microbatch,7.402
scheduler.build_microbatch,14.624
scheduler.decode_pop,83787.9
scheduler.adapter_pop,83699.3
scheduler.enqueue_microbatch,11.344
scheduler.build_microbatch,20.429
scheduler.decode_pop,84865.8
scheduler.adapter_pop,84779.9
scheduler.enqueue_microbatch,8.618
scheduler.build_microbatch,20.387
scheduler.decode_pop,78027.1
scheduler.adapter_pop,78952.8
scheduler.enqueue_microbatch,6.631
scheduler.build_microbatch,18.089
scheduler.decode_pop,80465.3
scheduler.adapter_pop,82651.8
scheduler.enqueue_microbatch,7.276
scheduler.build_microbatch,13.771
scheduler.decode_pop,75962.2
scheduler.adapter_pop,75976.7
scheduler.enqueue_microbatch,4.321
scheduler.build_microbatch,9.503
scheduler.decode_pop,80148.2
scheduler.adapter_pop,80206.4
scheduler.enqueue_microbatch,10.812
scheduler.build_microbatch,20.494
scheduler.decode_pop,79301.1
scheduler.adapter_pop,79691
scheduler.enqueue_microbatch,4.715
scheduler.build_microbatch,25.202
scheduler.decode_pop,78392.6
scheduler.adapter_pop,78426.5
scheduler.enqueue_microbatch,6.743
scheduler.build_microbatch,15.756
scheduler.decode_pop,80110
scheduler.adapter_pop,80015.7
scheduler.enqueue_microbatch,9.778
scheduler.build_microbatch,22.447
scheduler.decode_pop,80926.1
scheduler.adapter_pop,80994.8
scheduler.enqueue_microbatch,9.79
scheduler.build_microbatch,18.72
scheduler.decode_pop,78933.6
scheduler.adapter_pop,78641.7
scheduler.enqueue_microbatch,6.522
scheduler.build_microbatch,19.473
scheduler.decode_pop,84476.2
scheduler.adapter_pop,84729.5
scheduler.enqueue_microbatch,14.736
scheduler.build_microbatch,31.09
scheduler.decode_pop,79833.2
scheduler.adapter_pop,80447.5
scheduler.enqueue_microbatch,10.527
scheduler.build_microbatch,25.181
scheduler.decode_pop,76125.2
scheduler.adapter_pop,74976.6
scheduler.enqueue_microbatch,10.523
scheduler.build_microbatch,22.828
scheduler.decode_pop,79528.3
scheduler.adapter_pop,79839.6
scheduler.enqueue_microbatch,6.565
scheduler.build_microbatch,15.849
scheduler.decode_pop,75933
scheduler.adapter_pop,74652.1
scheduler.enqueue_microbatch,9.323
scheduler.build_microbatch,17.901
scheduler.decode_pop,85632
scheduler.adapter_pop,84806.5
scheduler.enqueue_microbatch,3.174
scheduler.build_microbatch,9.355
scheduler.decode_pop,81098.8
scheduler.adapter_pop,80798
scheduler.enqueue_microbatch,11.867
scheduler.build_microbatch,24.79
scheduler.decode_pop,79862.4
scheduler.adapter_pop,80151.5
scheduler.enqueue_microbatch,4.576
scheduler.build_microbatch,13.277
scheduler.decode_pop,75681.5
scheduler.adapter_pop,76244.3
scheduler.enqueue_microbatch,6.108
scheduler.build_microbatch,17.782
scheduler.decode_pop,83157.4
scheduler.adapter_pop,83821.8
scheduler.enqueue_microbatch,6.741
scheduler.build_microbatch,13.25
scheduler.decode_pop,74831.8
scheduler.adapter_pop,76457.3
scheduler.enqueue_microbatch,20.331
scheduler.build_microbatch,30.278
scheduler.decode_pop,81087.2
scheduler.adapter_pop,80732.5
scheduler.enqueue_microbatch,5.78
scheduler.build_microbatch,12.6
scheduler.decode_pop,81437.5
scheduler.adapter_pop,81089.6
scheduler.enqueue_microbatch,5.767
scheduler.build_microbatch,13.28
scheduler.decode_pop,76883.4
scheduler.adapter_pop,74990.9
scheduler.enqueue_microbatch,5.055
scheduler.build_microbatch,12.521
scheduler.decode_pop,84054
scheduler.adapter_pop,82773.6
scheduler.enqueue_microbatch,5.717
scheduler.build_microbatch,10.496
scheduler.decode_pop,83546.6
scheduler.adapter_pop,81748.5
scheduler.enqueue_microbatch,3.666
scheduler.build_microbatch,9.225
scheduler.decode_pop,81440.6
scheduler.adapter_pop,80198.2
scheduler.enqueue_microbatch,6.089
scheduler.build_microbatch,20.416
scheduler.decode_pop,79076.8
scheduler.adapter_pop,79415.1
scheduler.enqueue_microbatch,3.922
scheduler.build_microbatch,7.827
scheduler.decode_pop,76332.7
scheduler.adapter_pop,75813.1
scheduler.enqueue_microbatch,5.498
scheduler.build_microbatch,12.324
scheduler.decode_pop,75195.7
scheduler.adapter_pop,76280.9
scheduler.enqueue_microbatch,7.226
scheduler.build_microbatch,14.463
scheduler.decode_pop,84385.3
scheduler.adapter_pop,85799.9
scheduler.enqueue_microbatch,9.542
scheduler.build_microbatch,20.687
scheduler.decode_pop,79239.3
scheduler.adapter_pop,81028
scheduler.enqueue_microbatch,5.962
scheduler.build_microbatch,13.865
scheduler.decode_pop,83567.8
scheduler.adapter_pop,85685
scheduler.enqueue_microbatch,10.184
scheduler.build_microbatch,22.129
scheduler.decode_pop,85469.6
scheduler.adapter_pop,86237.7
scheduler.enqueue_microbatch,6.264
scheduler.build_microbatch,13.808
scheduler.decode_pop,77137.8
scheduler.adapter_pop,76827.1
scheduler.enqueue_microbatch,6.679
scheduler.build_microbatch,18.518
scheduler.decode_pop,77727.3
scheduler.adapter_pop,76904.2
scheduler.enqueue_microbatch,14.155
scheduler.build_microbatch,63.94
scheduler.decode_pop,80954.6
scheduler.adapter_pop,79112.6
scheduler.enqueue_microbatch,10.441
scheduler.build_microbatch,21.645
scheduler.decode_pop,79049.1
scheduler.adapter_pop,79052.5
scheduler.enqueue_microbatch,11.496
scheduler.build_microbatch,24.181
scheduler.decode_pop,78577
scheduler.adapter_pop,79489.4
scheduler.enqueue_microbatch,5.329
scheduler.build_microbatch,13.577
scheduler.decode_pop,81869.7
scheduler.adapter_pop,80648.9
scheduler.enqueue_microbatch,5.956
scheduler.build_microbatch,15.593
scheduler.decode_pop,81704.4
scheduler.adapter_pop,83113.9
scheduler.enqueue_microbatch,13.478
scheduler.build_microbatch,21.708
scheduler.decode_pop,80116.9
scheduler.adapter_pop,79829.3
scheduler.enqueue_microbatch,9.899
scheduler.build_microbatch,22.694
scheduler.decode_pop,82591.1
scheduler.adapter_pop,81430.1
scheduler.enqueue_microbatch,4.408
scheduler.build_microbatch,11.471
scheduler.decode_pop,80727.4
scheduler.adapter_pop,82175.3
scheduler.enqueue_microbatch,6.865
scheduler.build_microbatch,14.182
scheduler.decode_pop,74662
scheduler.adapter_pop,74796
scheduler.enqueue_microbatch,6.308
scheduler.build_microbatch,14.04
scheduler.decode_pop,81826.7
scheduler.adapter_pop,81088
scheduler.enqueue_microbatch,5.946
scheduler.build_microbatch,17.252
scheduler.decode_pop,79928.8
scheduler.adapter_pop,80475.9
scheduler.enqueue_microbatch,6.939
scheduler.build_microbatch,18.394
scheduler.decode_pop,81752.2
scheduler.adapter_pop,80569.3
scheduler.enqueue_microbatch,6.155
scheduler.build_microbatch,18.159
scheduler.decode_pop,84413
scheduler.adapter_pop,83937.1
scheduler.enqueue_microbatch,10.846
scheduler.build_microbatch,21.039
scheduler.decode_pop,78123.2
scheduler.adapter_pop,77990
scheduler.enqueue_microbatch,11.47
scheduler.build_microbatch,19.089
scheduler.decode_pop,76299.4
scheduler.adapter_pop,75995.6
scheduler.enqueue_microbatch,10.351
scheduler.build_microbatch,22.949
scheduler.decode_pop,78585.9
scheduler.adapter_pop,79223.1
scheduler.enqueue_microbatch,7.568
scheduler.build_microbatch,30.826
scheduler.decode_pop,77991.5
scheduler.adapter_pop,79057.4
scheduler.enqueue_microbatch,10.555
scheduler.build_microbatch,19.063
scheduler.decode_pop,77548.7
scheduler.adapter_pop,78395.4
scheduler.enqueue_microbatch,9.557
scheduler.build_microbatch,23.255
scheduler.decode_pop,82780.8
scheduler.adapter_pop,83725.2
scheduler.enqueue_microbatch,11.086
scheduler.build_microbatch,25.293
scheduler.decode_pop,74869.6
scheduler.adapter_pop,74669.2
scheduler.enqueue_microbatch,10.153
scheduler.build_microbatch,24.195
scheduler.decode_pop,80716.6
scheduler.adapter_pop,79864.1
scheduler.enqueue_microbatch,4.529
scheduler.build_microbatch,9.756
scheduler.decode_pop,81232.4
scheduler.adapter_pop,81208.5
scheduler.enqueue_microbatch,9.114
scheduler.build_microbatch,23.188
scheduler.decode_pop,80842.1
scheduler.adapter_pop,79536.1
scheduler.enqueue_microbatch,11.425
scheduler.build_microbatch,25.036
scheduler.decode_pop,80717.8
scheduler.adapter_pop,81751
scheduler.enqueue_microbatch,9.075
scheduler.build_microbatch,22.066
scheduler.decode_pop,82374.9
scheduler.adapter_pop,82192.6
scheduler.enqueue_microbatch,6.397
scheduler.build_microbatch,15.144
scheduler.decode_pop,77400.2
scheduler.adapter_pop,76588.3
scheduler.enqueue_microbatch,8.597
scheduler.build_microbatch,21.15
scheduler.decode_pop,79332.8
scheduler.adapter_pop,79145.2
scheduler.enqueue_microbatch,11.521
scheduler.build_microbatch,24.567
scheduler.decode_pop,85035.8
scheduler.adapter_pop,85085.8
scheduler.enqueue_microbatch,11.173
scheduler.build_microbatch,21.628
scheduler.decode_pop,78273.8
scheduler.adapter_pop,78714
scheduler.enqueue_microbatch,10.433
scheduler.build_microbatch,22.678
scheduler.decode_pop,84154.3
scheduler.adapter_pop,85889.8
scheduler.enqueue_microbatch,11.021
scheduler.build_microbatch,23.492
scheduler.decode_pop,80280.5
scheduler.adapter_pop,79523.9
scheduler.enqueue_microbatch,10.667
scheduler.build_microbatch,18.589
scheduler.decode_pop,79938.8
scheduler.adapter_pop,78610.1
scheduler.enqueue_microbatch,6.561
scheduler.build_microbatch,11.67
scheduler.decode_pop,74399.7
scheduler.adapter_pop,74051.5
scheduler.enqueue_microbatch,6.196
scheduler.build_microbatch,17.837
scheduler.decode_pop,82640.4
scheduler.adapter_pop,80630.3
scheduler.enqueue_microbatch,4.466
scheduler.build_microbatch,9.313
scheduler.decode_pop,75172
scheduler.adapter_pop,76479.5
scheduler.enqueue_microbatch,9.256
scheduler.build_microbatch,17.581
scheduler.decode_pop,79820
scheduler.adapter_pop,80546.8
scheduler.enqueue_microbatch,10.868
scheduler.build_microbatch,21.698
scheduler.decode_pop,84948.3
scheduler.adapter_pop,85278.1
scheduler.enqueue_microbatch,9.142
scheduler.build_microbatch,20.909
scheduler.decode_pop,74489.9
scheduler.adapter_pop,75132.8
scheduler.enqueue_microbatch,10.904
scheduler.build_microbatch,19.576
scheduler.decode_pop,84973.5
scheduler.adapter_pop,84060.1
scheduler.enqueue_microbatch,6.173
scheduler.build_microbatch,13.913
scheduler.decode_pop,80699.6
scheduler.adapter_pop,79454.2
scheduler.enqueue_microbatch,11.192
scheduler.build_microbatch,21.077
scheduler.decode_pop,77038.6
scheduler.adapter_pop,76399.4
scheduler.enqueue_microbatch,7.564
scheduler.build_microbatch,20.51
scheduler.decode_pop,82216.1
scheduler.adapter_pop,81642.7
scheduler.enqueue_microbatch,6.266
scheduler.build_microbatch,14.716
scheduler.decode_pop,81456.7
scheduler.adapter_pop,80985.2
scheduler.enqueue_microbatch,8.75
scheduler.build_microbatch,20.401
scheduler.decode_pop,77694.1
scheduler.adapter_pop,79852.7
scheduler.enqueue_microbatch,7.529
scheduler.build_microbatch,16.719
scheduler.decode_pop,84726.7
scheduler.adapter_pop,85698.8
scheduler.enqueue_microbatch,10.936
scheduler.build_microbatch,18.631
scheduler.decode_pop,80194.3
scheduler.adapter_pop,79811.3
scheduler.enqueue_microbatch,7.134
scheduler.build_microbatch,15.139
scheduler.decode_pop,74020.2
scheduler.adapter_pop,74327.1
scheduler.enqueue_microbatch,6.422
scheduler.build_microbatch,15.026
scheduler.decode_pop,85032
