stage,elapsed_us
scheduler.build_microbatch,18.779
scheduler.decode_pop,76279.9
scheduler.adapter_pop,75792.5
scheduler.enqueue_microbatch,10.506
scheduler.build_microbatch,17.89
scheduler.decode_pop,82332.3
scheduler.adapter_pop,81576.7
scheduler.enqueue_microbatch,11.462
scheduler.build_microbatch,21.297
scheduler.decode_pop,74713.7
scheduler.adapter_pop,75015.9
scheduler.enqueue_microbatch,9.298
scheduler.build_microbatch,16.594
scheduler.decode_pop,74281.8
scheduler.adapter_pop,74736.7
scheduler.enqueue_microbatch,9.307
scheduler.build_microbatch,20.479
scheduler.decode_pop,84605.4
scheduler.adapter_pop,85043
scheduler.enqueue_microbatch,9.414
scheduler.build_microbatch,17.789
scheduler.decode_pop,77435.6
scheduler.adapter_pop,78427.4
scheduler.enqueue_microbatch,11.2
scheduler.build_microbatch,19.665
scheduler.decode_pop,82404.5
scheduler.adapter_pop,82115.7
scheduler.enqueue_microbatch,6.895
scheduler.build_microbatch,12.68
scheduler.decode_pop,84430
scheduler.adapter_pop,84420.1
scheduler.enqueue_microbatch,10.864
scheduler.build_microbatch,24.609
scheduler.decode_pop,78750.1
scheduler.adapter_pop,78962.7
scheduler.enqueue_microbatch,6.323
scheduler.build_microbatch,16.619
scheduler.decode_pop,80082.7
scheduler.adapter_pop,79785.7
scheduler.enqueue_microbatch,5.788
scheduler.build_microbatch,13.389
scheduler.decode_pop,83595.4
scheduler.adapter_pop,82666.7
scheduler.enqueue_microbatch,5.736
scheduler.build_microbatch,12.82
scheduler.decode_pop,79332.4
scheduler.adapter_pop,79657.3
scheduler.enqueue_microbatch,10.829
scheduler.build_microbatch,42.868
scheduler.decode_pop,80106.8
scheduler.adapter_pop,80320.9
scheduler.enqueue_microbatch,5.462
scheduler.build_microbatch,13.174
scheduler.decode_pop,82956.8
scheduler.adapter_pop,81158.4
scheduler.enqueue_microbatch,4.352
scheduler.build_microbatch,10.451
scheduler.decode_pop,75646
scheduler.adapter_pop,75840.8
scheduler.enqueue_microbatch,4.754
scheduler.build_microbatch,11.805
scheduler.decode_pop,79343.9
scheduler.adapter_pop,80028.1
scheduler.enqueue_microbatch,9.465
scheduler.build_microbatch,17.509
scheduler.decode_pop,79876.5
scheduler.adapter_pop,78755.5
scheduler.enqueue_microbatch,9.528
scheduler.build_microbatch,23.012
scheduler.decode_pop,78659.5
scheduler.adapter_pop,79946.8
scheduler.enqueue_microbatch,8.426
scheduler.build_microbatch,18.427
scheduler.decode_pop,79403.1
scheduler.adapter_pop,80771.3
scheduler.enqueue_microbatch,7.498
scheduler.build_microbatch,26.737
scheduler.decode_pop,81570.9
scheduler.adapter_pop,79653.7
scheduler.enqueue_microbatch,6.291
scheduler.build_microbatch,28.787
scheduler.decode_pop,75220.3
scheduler.adapter_pop,75832.4
scheduler.enqueue_microbatch,11.164
scheduler.build_microbatch,21.096
scheduler.decode_pop,83261.9
scheduler.adapter_pop,83773.2
scheduler.enqueue_microbatch,6.723
scheduler.build_microbatch,18.319
scheduler.decode_pop,79274.2
scheduler.adapter_pop,78272.3
scheduler.enqueue_microbatch,10.41
scheduler.build_microbatch,23.762
scheduler.decode_pop,75257.2
scheduler.adapter_pop,77080.5
scheduler.enqueue_microbatch,10.619
scheduler.build_microbatch,22.218
scheduler.decode_pop,80079.3
scheduler.adapter_pop,80062.9
scheduler.enqueue_microbatch,6.859
scheduler.build_microbatch,12.094
scheduler.decode_pop,77015.5
scheduler.adapter_pop,76710.5
scheduler.enqueue_microbatch,6.316
scheduler.build_microbatch,17.105
scheduler.decode_pop,82882.7
scheduler.adapter_pop,82182.6
scheduler.enqueue_microbatch,9.125
scheduler.build_microbatch,21.885
scheduler.decode_pop,85967
scheduler.adapter_pop,83917.6
scheduler.enqueue_microbatch,6.605
scheduler.build_microbatch,15.427
scheduler.decode_pop,84100.3
scheduler.adapter_pop,84105.3
scheduler.enqueue_microbatch,11.102
scheduler.build_microbatch,22.941
scheduler.decode_pop,82036.3
scheduler.adapter_pop,82314.9
scheduler.enqueue_microbatch,9.446
scheduler.build_microbatch,22.794
scheduler.decode_pop,78087.8
scheduler.adapter_pop,79402.5
scheduler.enqueue_microbatch,4.777
scheduler.build_microbatch,9.055
scheduler.decode_pop,79321.3
scheduler.adapter_pop,80445.3
scheduler.enqueue_microbatch,7.281
scheduler.build_microbatch,18.825
scheduler.decode_pop,76860.1
scheduler.adapter_pop,77071.2
scheduler.enqueue_microbatch,7.189
scheduler.build_microbatch,15.983
scheduler.decode_pop,75439.4
scheduler.adapter_pop,75753.8
scheduler.enqueue_microbatch,7.107
scheduler.build_microbatch,16.584
scheduler.decode_pop,83698.4
scheduler.adapter_pop,83780.3
scheduler.enqueue_microbatch,11.892
scheduler.build_microbatch,20.569
scheduler.decode_pop,80117.8
scheduler.adapter_pop,80144.2
scheduler.enqueue_microbatch,10.179
scheduler.build_microbatch,44.088
scheduler.decode_pop,83784
scheduler.adapter_pop,83598.2
scheduler.enqueue_microbatch,11.203
scheduler.build_microbatch,18.885
scheduler.decode_pop,83120.7
scheduler.adapter_pop,82133
scheduler.enqueue_microbatch,5.401
scheduler.build_microbatch,14.487
scheduler.decode_pop,75948.1
scheduler.adapter_pop,75908.4
scheduler.enqueue_microbatch,4.751
scheduler.build_microbatch,9.661
scheduler.decode_pop,75345.8
scheduler.adapter_pop,75279.4
scheduler.enqueue_microbatch,5.407
scheduler.build_microbatch,10.647
scheduler.decode_pop,75538.7
scheduler.adapter_pop,74540.8
scheduler.enqueue_microbatch,11.327
scheduler.build_microbatch,24.337
scheduler.decode_pop,81481.9
scheduler.adapter_pop,81250.4
scheduler.enqueue_microbatch,8.295
scheduler.build_microbatch,19.837
scheduler.decode_pop,76450.9
scheduler.adapter_pop,75502
scheduler.enqueue_microbatch,10.27
scheduler.build_microbatch,22.817
scheduler.decode_pop,83104.6
scheduler.adapter_pop,82966.4
scheduler.enqueue_microbatch,6.902
scheduler.build_microbatch,15.705
scheduler.decode_pop,84507.4
scheduler.adapter_pop,84481.4
scheduler.enqueue_microbatch,6.813
scheduler.build_microbatch,38.191
scheduler.decode_pop,76552.5
scheduler.adapter_pop,76893.7
scheduler.enqueue_microbatch,6.508
scheduler.build_microbatch,16.079
scheduler.decode_pop,87419.8
scheduler.adapter_pop,86794.3
scheduler.enqueue_microbatch,10.846
scheduler.build_microbatch,23.559
scheduler.decode_pop,80360.2
scheduler.adapter_pop,81389.9
scheduler.enqueue_microbatch,7.865
scheduler.build_microbatch,13.496
scheduler.decode_pop,78763.2
scheduler.adapter_pop,78047.3
scheduler.enqueue_microbatch,8.625
scheduler.build_microbatch,23.776
scheduler.decode_pop,80507.9
scheduler.adapter_pop,80634
scheduler.enqueue_microbatch,6.675
scheduler.build_microbatch,13.629
scheduler.decode_pop,76585.8
scheduler.adapter_pop,77092.8
scheduler.enqueue_microbatch,7.632
scheduler.build_microbatch,14.827
scheduler.decode_pop,82254.7
scheduler.adapter_pop,81697.5
scheduler.enqueue_microbatch,11.105
scheduler.build_microbatch,21.407
scheduler.decode_pop,77370.9
scheduler.adapter_pop,79093.8
scheduler.enqueue_microbatch,9.389
scheduler.build_microbatch,41.438
scheduler.decode_pop,84125
scheduler.adapter_pop,84583.6
scheduler.enqueue_microbatch,11.815
scheduler.build_microbatch,24.815
scheduler.decode_pop,80447
scheduler.adapter_pop,81507.7
scheduler.enqueue_microbatch,8.982
scheduler.build_microbatch,17.16
scheduler.decode_pop,74769.5
scheduler.adapter_pop,74496.8
scheduler.enqueue_microbatch,7.735
scheduler.build_microbatch,15.568
scheduler.decode_pop,85653.6
scheduler.adapter_pop,85701.1
scheduler.enqueue_microbatch,7.514
scheduler.build_microbatch,12.64
scheduler.decode_pop,75486.3
scheduler.adapter_pop,75229.5
scheduler.enqueue_microbatch,6.075
scheduler.build_microbatch,17.202
scheduler.decode_pop,79935.9
scheduler.adapter_pop,79868.9
scheduler.enqueue_microbatch,11.16
scheduler.build_microbatch,21.708
scheduler.decode_pop,85535.1
scheduler.adapter_pop,85118.6
scheduler.enqueue_microbatch,6.9
scheduler.build_microbatch,29.418
scheduler.decode_pop,76768.2
scheduler.adapter_pop,77061.2
scheduler.enqueue_microbatch,11.268
scheduler.build_microbatch,24.286
scheduler.decode_pop,81660.7
scheduler.adapter_pop,81251
scheduler.enqueue_microbatch,6.627
scheduler.build_microbatch,14.568
scheduler.decode_pop,79964.3
scheduler.adapter_pop,79742.1
scheduler.enqueue_microbatch,4.298
scheduler.build_microbatch,12.515
scheduler.decode_pop,80696.8
scheduler.adapter_pop,80158.9
scheduler.enqueue_microbatch,3.966
scheduler.build_microbatch,10.169
scheduler.decode_pop,78866.6
scheduler.adapter_pop,78068.5
scheduler.enqueue_microbatch,6.824
scheduler.build_microbatch,15.662
scheduler.decode_pop,75686.4
scheduler.adapter_pop,75015.8
scheduler.enqueue_microbatch,11.058
scheduler.build_microbatch,20.887
scheduler.decode_pop,83473.3
scheduler.adapter_pop,83769.5
scheduler.enqueue_microbatch,6.339
scheduler.build_microbatch,19.006
scheduler.decode_pop,77406.4
scheduler.adapter_pop,77589.4
scheduler.enqueue_microbatch,11.904
scheduler.build_microbatch,22.97
scheduler.decode_pop,78561.3
scheduler.adapter_pop,79034.3
scheduler.enqueue_microbatch,4.347
scheduler.build_microbatch,12.71
scheduler.decode_pop,87157.1
scheduler.adapter_pop,88175.3
scheduler.enqueue_microbatch,9.876
scheduler.build_microbatch,20.099
scheduler.decode_pop,73892.9
scheduler.adapter_pop,72469.8
scheduler.enqueue_microbatch,9.944
scheduler.build_microbatch,17.667
scheduler.decode_pop,82044.6
scheduler.adapter_pop,82833.1
scheduler.enqueue_microbatch,11.55
scheduler.build_microbatch,21.763
scheduler.decode_pop,80082.9
scheduler.adapter_pop,80113.3
scheduler.enqueue_microbatch,9.116
scheduler.build_microbatch,23.04
scheduler.decode_pop,76476.5
scheduler.adapter_pop,77071.9
scheduler.enqueue_microbatch,11.597
scheduler.build_microbatch,24.445
scheduler.decode_pop,85401
scheduler.adapter_pop,86822.8
scheduler.enqueue_microbatch,7.192
scheduler.build_microbatch,15.156
scheduler.decode_pop,74900.3
scheduler.adapter_pop,74251.2
scheduler.enqueue_microbatch,8.757
scheduler.build_microbatch,20.671
scheduler.decode_pop,85417.3
scheduler.adapter_pop,84419
scheduler.enqueue_microbatch,6.945
scheduler.build_microbatch,15.05
scheduler.decode_pop,79585.8
scheduler.adapter_pop,78622
scheduler.enqueue_microbatch,12.012
scheduler.build_microbatch,23.594
scheduler.decode_pop,78427.7
scheduler.adapter_pop,77714.9
scheduler.enqueue_microbatch,6.423
scheduler.build_microbatch,19.482
scheduler.decode_pop,85122.2
scheduler.adapter_pop,86049.7
scheduler.enqueue_microbatch,6.682
scheduler.build_microbatch,14.966
scheduler.decode_pop,78598.5
scheduler.adapter_pop,79260.5
scheduler.enqueue_microbatch,6.288
scheduler.build_microbatch,16.091
scheduler.decode_pop,79877.9
scheduler.adapter_pop,79173.5
scheduler.enqueue_microbatch,10.548
scheduler.build_microbatch,20.588
scheduler.decode_pop,78436.9
scheduler.adapter_pop,79164.2
scheduler.enqueue_microbatch,11.491
scheduler.build_microbatch,25.874
scheduler.decode_pop,74237.5
scheduler.adapter_pop,73594.5
scheduler.enqueue_microbatch,6.699
scheduler.build_microbatch,11.926
scheduler.decode_pop,74194.9
scheduler.adapter_pop,74170.4
scheduler.enqueue_microbatch,6.18
scheduler.build_microbatch,14.778
scheduler.decode_pop,83743.3
scheduler.adapter_pop,85040
scheduler.enqueue_microbatch,6.299
scheduler.build_microbatch,13.495
scheduler.decode_pop,81108.1
scheduler.adapter_pop,79319.5
scheduler.enqueue_microbatch,7.752
scheduler.build_microbatch,16.714
scheduler.decode_pop,83840.4
scheduler.adapter_pop,84200.7
scheduler.enqueue_microbatch,11.167
scheduler.build_microbatch,19.408
scheduler.decode_pop,86278
scheduler.adapter_pop,84789
scheduler.enqueue_microbatch,4.359
scheduler.build_microbatch,12.554
scheduler.decode_pop,77972.2
scheduler.adapter_pop,77670.8
scheduler.enqueue_microbatch,8.726
scheduler.build_microbatch,17.735
scheduler.decode_pop,80493.9
scheduler.adapter_pop,81808.8
scheduler.enqueue_microbatch,6.741
scheduler.build_microbatch,27.741
scheduler.decode_pop,79497.7
scheduler.adapter_pop,80357.3
scheduler.enqueue_microbatch,5.84
scheduler.build_microbatch,13.673
scheduler.decode_pop,73067.5
scheduler.adapter_pop,74403.7
scheduler.enqueue_microbatch,3.406
scheduler.build_microbatch,9.957
scheduler.decode_pop,74878.8
scheduler.adapter_pop,75318.7
scheduler.enqueue_microbatch,8.953
scheduler.build_microbatch,21.468
scheduler.decode_pop,83049.8
scheduler.adapter_pop,82994
scheduler.enqueue_microbatch,6.756
scheduler.build_microbatch,19.821
scheduler.decode_pop,79529.2
scheduler.adapter_pop,78190.1
scheduler.enqueue_microbatch,6.854
scheduler.build_microbatch,14.666
scheduler.decode_pop,86283.1
scheduler.adapter_pop,86457.8
scheduler.enqueue_microbatch,5.692
scheduler.build_microbatch,14.129
scheduler.decode_pop,86719.5
scheduler.adapter_pop,86660.4
scheduler.enqueue_microbatch,9.972
scheduler.build_microbatch,18.086
scheduler.decode_pop,74634.7
scheduler.adapter_pop,73859.6
scheduler.enqueue_microbatch,7.207
scheduler.build_microbatch,16.756
scheduler.decode_pop,76540.7
scheduler.adapter_pop,77891.3
scheduler.enqueue_microbatch,6.33
scheduler.build_microbatch,16.864
scheduler.decode_pop,80200.6
scheduler.adapter_pop,80516.3
scheduler.enqueue_microbatch,6.176
scheduler.build_microbatch,18.694
scheduler.decode_pop,77205.6
scheduler.adapter_pop,77178.8
scheduler.enqueue_microbatch,12.981
scheduler.build_microbatch,25.55
scheduler.decode_pop,81960.4
scheduler.adapter_pop,83543.1
scheduler.enqueue_microbatch,10.831
scheduler.build_microbatch,19.131
scheduler.decode_pop,84886.2
scheduler.adapter_pop,83988.7
scheduler.enqueue_microbatch,6.055
scheduler.build_microbatch,17.322
scheduler.decode_pop,77635.5
scheduler.adapter_pop,76712.7
scheduler.enqueue_microbatch,6.106
scheduler.build_microbatch,17.191
scheduler.decode_pop,80739.4
scheduler.adapter_pop,79417.1
scheduler.enqueue_microbatch,8.987
scheduler.build_microbatch,21.097
scheduler.decode_pop,79769.5
scheduler.adapter_pop,78397.8
scheduler.enqueue_microbatch,9.36
scheduler.build_microbatch,17.149
scheduler.decode_pop,79932.7
scheduler.adapter_pop,79712.7
scheduler.enqueue_microbatch,6.343
scheduler.build_microbatch,17.464
scheduler.decode_pop,81762.6
scheduler.adapter_pop,83277.9
scheduler.enqueue_microbatch,12.026
scheduler.build_microbatch,26.789
scheduler.decode_pop,78157.5
scheduler.adapter_pop,80487.8
scheduler.enqueue_microbatch,11.473
scheduler.build_microbatch,19.445
scheduler.decode_pop,79554.9
scheduler.adapter_pop,80311.7
scheduler.enqueue_microbatch,8.783
scheduler.build_microbatch,20.214
scheduler.decode_pop,80726.3
scheduler.adapter_pop,81233.3
scheduler.enqueue_microbatch,10.767
scheduler.build_microbatch,17.528
scheduler.decode_pop,76630.9
scheduler.adapter_pop,75751
scheduler.enqueue_microbatch,7.248
scheduler.build_microbatch,16.541
scheduler.decode_pop,85893.8
scheduler.adapter_pop,83794.7
scheduler.enqueue_microbatch,3.833
scheduler.build_microbatch,10.136
scheduler.decode_pop,79873.7
scheduler.adapter_pop,80428.9
scheduler.enqueue_microbatch,6.673
scheduler.build_microbatch,17.641
scheduler.decode_pop,81321.6
scheduler.adapter_pop,80110.3
scheduler.enqueue_microbatch,5.932
scheduler.build_microbatch,18.673
scheduler.decode_pop,80866.2
scheduler.adapter_pop,80633.5
scheduler.enqueue_microbatch,6.537
scheduler.build_microbatch,19.171
scheduler.decode_pop,78545.5
scheduler.adapter_pop,80283.1
scheduler.enqueue_microbatch,5.806
scheduler.build_microbatch,13.149
scheduler.decode_pop,78807.6
scheduler.adapter_pop,78860.2
scheduler.enqueue_microbatch,13.225
scheduler.build_microbatch,26.478
scheduler.decode_pop,79148.5
scheduler.adapter_pop,80965.1
scheduler.enqueue_microbatch,11.649
scheduler.build_microbatch,19.037
scheduler.decode_pop,77288.9
scheduler.adapter_pop,77472
scheduler.enqueue_microbatch,9.532
scheduler.build_microbatch,25.966
scheduler.decode_pop,81935.5
scheduler.adapter_pop,80372.6
scheduler.enqueue_microbatch,9.337
scheduler.build_microbatch,22.218
scheduler.decode_pop,77081.9
scheduler.adapter_pop,75952.4
scheduler.enqueue_microbatch,9.985
scheduler.build_microbatch,20.706
scheduler.decode_pop,78179.8
scheduler.adapter_pop,77587.7
scheduler.enqueue_microbatch,9.605
scheduler.build_microbatch,22.922
scheduler.decode_pop,86897.5
scheduler.adapter_pop,87805.1
scheduler.enqueue_microbatch,4.255
scheduler.build_microbatch,12.772
scheduler.decode_pop,73254.5
scheduler.adapter_pop,73007.2
scheduler.enqueue_microbatch,4.06
scheduler.build_microbatch,10.207
scheduler.decode_pop,84759.3
scheduler.adapter_pop,84419.9
scheduler.enqueue_microbatch,4.61
scheduler.build_microbatch,12.359
scheduler.decode_pop,80297.2
scheduler.adapter_pop,80372.8
scheduler.enqueue_microbatch,9.311
scheduler.build_microbatch,17.939
scheduler.decode_pop,75104.3
scheduler.adapter_pop,74238.9
scheduler.enqueue_microbatch,12.076
scheduler.build_microbatch,26.759
scheduler.decode_pop,81101.1
scheduler.adapter_pop,82899.8
scheduler.enqueue_microbatch,6.4
scheduler.build_microbatch,18.622
scheduler.decode_pop,79917
scheduler.adapter_pop,79776.4
scheduler.enqueue_microbatch,6.645
scheduler.build_microbatch,28.886
scheduler.decode_pop,80304.5
scheduler.adapter_pop,80468.5
scheduler.enqueue_microbatch,11.528
scheduler.build_microbatch,23.193
scheduler.decode_pop,77333.3
scheduler.adapter_pop,77292.6
scheduler.enqueue_microbatch,11.633
scheduler.build_microbatch,28.093
scheduler.decode_pop,84406.1
scheduler.adapter_pop,84689.3
scheduler.enqueue_microbatch,5.708
scheduler.build_microbatch,10.504
scheduler.decode_pop,76878.6
scheduler.adapter_pop,77407.5
scheduler.enqueue_microbatch,7.053
scheduler.build_microbatch,19.212
scheduler.decode_pop,78975.1
scheduler.adapter_pop,77310.2
scheduler.enqueue_microbatch,5.921
scheduler.build_microbatch,13.359
scheduler.decode_pop,86503.4
scheduler.adapter_pop,85878.7
scheduler.enqueue_microbatch,7.346
scheduler.build_microbatch,17.522
scheduler.decode_pop,76288.6
scheduler.adapter_pop,75996.9
scheduler.enqueue_microbatch,10.5
scheduler.build_microbatch,23.282
scheduler.decode_pop,79042.9
scheduler.adapter_pop,80100.6
scheduler.enqueue_microbatch,5.554
scheduler.build_microbatch,13.689
scheduler.decode_pop,82094.5
scheduler.adapter_pop,82235.7
scheduler.enqueue_microbatch,6.683
scheduler.build_microbatch,17.537
scheduler.decode_pop,79503.7
scheduler.adapter_pop,80413.6
scheduler.enqueue_microbatch,6.781
scheduler.build_microbatch,18.402
scheduler.decode_pop,81409.6
scheduler.adapter_pop,79975.6
scheduler.enqueue_microbatch,7.331
scheduler.build_microbatch,19.869
scheduler.decode_pop,85084.4
scheduler.adapter_pop,84701
scheduler.enqueue_microbatch,6.479
scheduler.build_microbatch,14.923
scheduler.decode_pop,73720.5
scheduler.adapter_pop,75291.1
scheduler.enqueue_microbatch,10.286
scheduler.build_microbatch,21.54
scheduler.decode_pop,76425.8
scheduler.adapter_pop,76441.1
scheduler.enqueue_microbatch,11.825
scheduler.build_microbatch,23.895
scheduler.decode_pop,76680.3
scheduler.adapter_pop,77561.3
scheduler.enqueue_microbatch,5.849
scheduler.build_microbatch,13.788
scheduler.decode_pop,78484.3
scheduler.adapter_pop,78608.4
scheduler.enqueue_microbatch,5.645
scheduler.build_microbatch,14.692
scheduler.decode_pop,81864.7
scheduler.adapter_pop,82735.8
scheduler.enqueue_microbatch,9.921
scheduler.build_microbatch,21.327
scheduler.decode_pop,82356.5
scheduler.adapter_pop,82346.5
scheduler.enqueue_microbatch,9.068
scheduler.build_microbatch,15.77
scheduler.decode_pop,81206.3
scheduler.adapter_pop,80838.2
scheduler.enqueue_microbatch,12.324
scheduler.build_microbatch,25.588
scheduler.decode_pop,79765.6
scheduler.adapter_pop,78595.2
scheduler.enqueue_microbatch,7.94
scheduler.build_microbatch,20.577
scheduler.decode_pop,81776.8
scheduler.adapter_pop,79284.8
scheduler.enqueue_microbatch,4.342
scheduler.build_microbatch,10.912
scheduler.decode_pop,79920.4
scheduler.adapter_pop,79115.7
scheduler.enqueue_microbatch,10.58
scheduler.build_microbatch,18.998
scheduler.decode_pop,79416.2
scheduler.adapter_pop,77969.2
scheduler.enqueue_microbatch,12.814
scheduler.build_microbatch,26.36
scheduler.decode_pop,81108.2
scheduler.adapter_pop,81839.9
scheduler.enqueue_microbatch,10.679
scheduler.build_microbatch,25.128
scheduler.decode_pop,77012.4
scheduler.adapter_pop,78924.7
scheduler.enqueue_microbatch,6.074
scheduler.build_microbatch,18.633
scheduler.decode_pop,79797
scheduler.adapter_pop,80862.5
scheduler.enqueue_microbatch,6.921
scheduler.build_microbatch,16.011
scheduler.decode_pop,82109.6
scheduler.adapter_pop,83271.3
scheduler.enqueue_microbatch,4.703
scheduler.build_microbatch,18.261
scheduler.decode_pop,77725.4
scheduler.adapter_pop,78123.1
scheduler.enqueue_microbatch,8.872
scheduler.build_microbatch,18.364
scheduler.decode_pop,79846
scheduler.adapter_pop,77731.3
scheduler.enqueue_microbatch,11.689
scheduler.build_microbatch,20.313
scheduler.decode_pop,83159.6
scheduler.adapter_pop,82606.5
scheduler.enqueue_microbatch,11.052
scheduler.build_microbatch,21.508
scheduler.decode_pop,78174.9
scheduler.adapter_pop,78826.9
scheduler.enqueue_microbatch,10.662
scheduler.build_microbatch,22.373
scheduler.decode_pop,81361.3
scheduler.adapter_pop,81421.8
scheduler.enqueue_microbatch,7.828
scheduler.build_microbatch,20.661
scheduler.decode_pop,85631.5
scheduler.adapter_pop,86111.2
scheduler.enqueue_microbatch,3.486
scheduler.build_microbatch,10.334
scheduler.decode_pop,77158.1
scheduler.adapter_pop,76236.2
scheduler.enqueue_microbatch,7.169
scheduler.build_microbatch,17.526
scheduler.decode_pop,83309.1
scheduler.adapter_pop,83569.2
scheduler.enqueue_microbatch,8.28
scheduler.build_microbatch,19.732
scheduler.decode_pop,81201.6
scheduler.adapter_pop,81753.5
scheduler.enqueue_microbatch,11.037
scheduler.build_microbatch,22.089
scheduler.decode_pop,80312
scheduler.adapter_pop,81155.9
scheduler.enqueue_microbatch,7.649
scheduler.build_microbatch,19.308
scheduler.decode_pop,80809.4
scheduler.adapter_pop,82094.7
scheduler.enqueue_microbatch,11.333
scheduler.build_microbatch,22.574
scheduler.decode_pop,77967.7
scheduler.adapter_pop,76864.1
scheduler.enqueue_microbatch,11.554
scheduler.build_microbatch,19.286
scheduler.decode_pop,79603.1
scheduler.adapter_pop,78702.9
scheduler.enqueue_microbatch,6.023
scheduler.build_microbatch,17.837
scheduler.decode_pop,79392.1
scheduler.adapter_pop,78505.2
scheduler.enqueue_microbatch,4.115
scheduler.build_microbatch,11.23
scheduler.decode_pop,79153.3
scheduler.adapter_pop,77604
scheduler.enqueue_microbatch,10.242
scheduler.build_microbatch,23.083
scheduler.decode_pop,82901.2
scheduler.adapter_pop,84299.2
scheduler.enqueue_microbatch,9.07
scheduler.build_microbatch,16.428
scheduler.decode_pop,76788.5
scheduler.adapter_pop,77091.4
scheduler.enqueue_microbatch,11.838
scheduler.build_microbatch,24.583
scheduler.decode_pop,79970.7
scheduler.adapter_pop,80388.3
scheduler.enqueue_microbatch,5.883
scheduler.build_microbatch,14.954
scheduler.decode_pop,81488.6
scheduler.adapter_pop,81446.5
scheduler.enqueue_microbatch,11.241
scheduler.build_microbatch,22.248
scheduler.decode_pop,76282.5
scheduler.adapter_pop,74437.8
scheduler.enqueue_microbatch,7.402
scheduler.build_microbatch,13.011
scheduler.decode_pop,79884.8
scheduler.adapter_pop,79565.8
scheduler.enqueue_microbatch,5.927
scheduler.build_microbatch,11.326
scheduler.decode_pop,79318.8
scheduler.adapter_pop,79703.4
scheduler.enqueue_microbatch,10.077
scheduler.build_microbatch,42.756
scheduler.decode_pop,77100.4
scheduler.adapter_pop,78780.8
scheduler.enqueue_microbatch,6.02
scheduler.build_microbatch,18.208
scheduler.decode_pop,82406.3
scheduler.adapter_pop,82639.1
scheduler.enqueue_microbatch,6.72
scheduler.build_microbatch,15.828
scheduler.decode_pop,81499.8
scheduler.adapter_pop,81481.3
scheduler.enqueue_microbatch,4.57
scheduler.build_microbatch,12.485
scheduler.decode_pop,80388
scheduler.adapter_pop,79302
scheduler.enqueue_microbatch,5.758
scheduler.build_microbatch,14.059
scheduler.decode_pop,80667.2
scheduler.adapter_pop,79848.5
scheduler.enqueue_microbatch,8.81
scheduler.build_microbatch,18.313
scheduler.decode_pop,77555.8
scheduler.adapter_pop,78570.2
scheduler.enqueue_microbatch,6.859
scheduler.build_microbatch,18.312
scheduler.decode_pop,81300.7
scheduler.adapter_pop,82128.5
scheduler.enqueue_microbatch,7.068
scheduler.build_microbatch,15.061
scheduler.decode_pop,80273.2
scheduler.adapter_pop,81350.2
scheduler.enqueue_microbatch,8.653
scheduler.build_microbatch,20.854
scheduler.decode_pop,80037.3
scheduler.adapter_pop,79962.5
scheduler.enqueue_microbatch,8.754
scheduler.build_microbatch,22.089
scheduler.decode_pop,82999.6
scheduler.adapter_pop,83587.9
scheduler.enqueue_microbatch,11.903
scheduler.build_microbatch,24.891
scheduler.decode_pop,78883.5
scheduler.adapter_pop,78693.5
scheduler.enqueue_microbatch,10.226
scheduler.build_microbatch,24.167
scheduler.decode_pop,80141.1
scheduler.adapter_pop,79760.1
scheduler.enqueue_microbatch,5.887
scheduler.build_microbatch,14.664
scheduler.decode_pop,75948.7
scheduler.adapter_pop,76192
scheduler.enqueue_microbatch,9.919
scheduler.build_microbatch,20.465
scheduler.decode_pop,75215.5
scheduler.adapter_pop,73476.5
scheduler.enqueue_microbatch,11.002
scheduler.build_microbatch,22.198
scheduler.decode_pop,81725.7
scheduler.adapter_pop,82022.2
scheduler.enqueue_microbatch,12.802
scheduler.build_microbatch,22.843
scheduler.decode_pop,78714.4
scheduler.adapter_pop,79380.9
scheduler.enqueue_microbatch,7.254
scheduler.build_microbatch,16.312
scheduler.decode_pop,84295.7
scheduler.adapter_pop,84147.7
scheduler.enqueue_microbatch,3.425
scheduler.build_microbatch,9.905
scheduler.decode_pop,85393.1
scheduler.adapter_pop,87115.4
scheduler.enqueue_microbatch,7.957
scheduler.build_microbatch,15.494
scheduler.decode_pop,76335
scheduler.adapter_pop,75449.7
scheduler.enqueue_microbatch,4.707
scheduler.build_microbatch,11.544
scheduler.decode_pop,81860.1
scheduler.adapter_pop,81857.3
scheduler.enqueue_microbatch,13.299
scheduler.build_microbatch,22.076
scheduler.decode_pop,81156.4
scheduler.adapter_pop,81492.7
scheduler.enqueue_microbatch,6.178
scheduler.build_microbatch,17.889
scheduler.decode_pop,78012.7
scheduler.adapter_pop,77081.3
scheduler.enqueue_microbatch,11.504
scheduler.build_microbatch,18.87
scheduler.decode_pop,83322.8
scheduler.adapter_pop,83351.4
scheduler.enqueue_microbatch,10.886
scheduler.build_microbatch,22.375
scheduler.decode_pop,78077.9
scheduler.adapter_pop,77045.7
scheduler.enqueue_microbatch,10.277
scheduler.build_microbatch,20.915
scheduler.decode_pop,81098.2
scheduler.adapter_pop,81381.9
scheduler.enqueue_microbatch,7.676
scheduler.build_microbatch,13.481
scheduler.decode_pop,80955.3
scheduler.adapter_pop,80707
scheduler.enqueue_microbatch,8.17
scheduler.build_microbatch,31.422
scheduler.decode_pop,78586.9
